Team,Massey_Total,Massey_Off,Massey_Def
Louisiana Tech,-0.9688331084840431,23.6,34.4
Louisville,0.46489632723346846,34.9,26.6
Marshall,0.2640091054829272,32.8,23.5
Maryland,0.23580314083655451,34.8,27.4
Massachusetts,-2.5449171875700936,16.1,43.9
Memphis,-0.13871382080657466,29.6,27.9
Miami,0.7889434638579185,34.8,25.0
Miami (OH),-0.17829705799801468,29.3,26.8
Michigan,1.7786386184358012,36.5,15.8
Michigan State,0.8606631955243134,34.3,21.7
Middle Tennessee,-0.4218311881394148,24.0,27.1
Minnesota,0.9151780121469917,29.3,15.4
Mississippi State,0.6722980438536204,34.6,22.0
Missouri,-0.0035006615139228092,31.1,29.9
NC State,1.1120801790048331,33.1,17.7
Navy,-0.7969096598808028,20.0,27.7
Nebraska,0.7235092953384544,34.1,21.3
Nevada,0.15046562228508248,30.3,26.9
New Mexico,-1.7119031419861264,11.6,29.8
New Mexico State,-2.120633618970327,20.6,43.7
North Carolina,0.44796402933849366,37.8,31.7
North Texas,-0.6660086241470962,23.1,28.5
Northern Illinois,-0.6644494933279439,29.4,36.1
Northwestern,-0.8300437587329592,19.4,27.3
Notre Dame,1.3642604071490005,36.2,18.9
Ohio,-1.1946990321454933,25.1,35.2
Ohio State,2.160095313245736,47.2,20.6
Oklahoma,1.380778412618834,41.1,25.6
Oklahoma State,1.334353562860462,30.6,14.3
Old Dominion,-0.8077853835544486,21.2,28.0
Ole Miss,1.0123234695316,36.8,22.4
Oregon,0.7161007283386978,35.0,26.0
Oregon State,0.4477841047987516,36.9,28.5
Penn State,1.0298390957223267,28.0,14.6
Pittsburgh,1.2626774349016692,38.2,21.4
Purdue,0.764286402622381,32.6,21.1
Rice,-1.7650496246548335,18.2,38.3
Rutgers,-0.3633149591048014,20.8,23.7
SMU,0.5206595553564429,36.7,27.1
San Diego State,0.27275873573275,23.7,17.1
San José State,-0.6434504264907069,22.6,25.2
South Alabama,-0.8651022981620096,21.4,28.0
South Carolina,0.10845102485737518,26.0,24.2
South Florida,-1.0444288449149028,23.5,36.2
Southern Miss,-1.3170630363483595,15.0,28.6
Stanford,-0.7115557429508653,22.2,33.6
Syracuse,-0.10718787630020032,27.1,25.2
TCU,-0.06588196578463931,33.2,33.9
Temple,-1.8462004681540611,17.5,34.1
Tennessee,1.0488538424742924,39.4,23.8
Texas,0.6936896911525039,34.6,28.4
Texas A&M,1.330346681598423,33.6,14.9
Texas State,-1.4133907566925865,20.7,36.9
Texas Tech,0.5058260556658483,34.6,27.1
Toledo,0.26097263961264505,29.0,20.7
Troy,-0.7031223335573865,20.1,26.7
Tulane,-0.4542402670757275,27.9,30.4
Tulsa,0.1175495337990903,28.7,24.0
UAB,0.36539035950856186,32.1,21.7
UCF,0.23212885429378682,29.6,23.4
UCLA,0.6834354388039543,37.7,27.8
UConn,-2.2136250346227015,12.7,36.8
UL Monroe,-1.5976781608615798,15.6,35.1
UNLV,-1.2405459979426792,19.9,33.0
USC,-0.00970986505555109,32.3,33.4
UTEP,-0.753096119413978,23.9,28.3
UTSA,0.2776541875874471,33.0,27.8
Utah,1.1809487973315616,37.2,20.7
Utah State,-0.09256699167228008,28.4,27.9
Vanderbilt,-1.5740459828789946,17.4,35.6
Virginia,0.43884913836200523,39.3,31.5
Virginia Tech,0.0834559817709229,26.7,25.2
Wake Forest,0.7630761750106592,38.0,29.2
Washington,-0.03997105688608593,22.8,23.6
Washington State,0.32736082514540044,32.0,26.0
West Virginia,0.19552761511143357,27.7,25.0
Western Kentucky,0.7299747258222054,40.5,28.8
Western Michigan,-0.08339214764080036,33.1,29.0
Wisconsin,1.3269558681861446,29.8,10.8
Wyoming,-0.2726240925658887,26.0,23.5
nationalAverages,,28.64923076923077,26.674615384615386
