Team,Massey_Total,Massey_Off,Massey_Def
Syracuse,0.6522795248540914,32.1,27.4
TCU,0.43674997994318326,25.7,16.9
Temple,0.0879189025869272,28.1,23.9
Tennessee,0.1891090649435372,33.4,28.9
Texas,0.9049639152562986,35.3,24.4
Texas A&M,1.384802084316882,40.3,19.8
Texas State,-1.5312774352574774,14.9,29.0
Texas Tech,0.6272107521968026,36.2,29.8
Toledo,-0.034007386340767956,35.2,34.4
Troy,-0.10003523822092007,26.4,25.6
Tulane,-0.3679409117478547,23.8,28.3
Tulsa,-0.9105460853873502,22.9,32.3
UAB,-0.08513496371253543,24.1,24.4
UCF,1.017964812160918,39.9,25.2
UCLA,-0.04710232976248435,30.7,32.4
UConn,-2.079141216947493,24.7,51.9
UL Monroe,-0.9805235690517291,26.5,35.4
UNLV,-1.05946939251031,30.7,38.9
USC,0.5494650870929239,31.7,22.5
UTEP,-2.090340849901466,12.1,37.1
UTSA,-1.7430327395638465,11.1,34.4
Utah,1.102835763935643,31.9,18.1
Utah State,0.9427641586914746,36.3,22.5
Vanderbilt,0.3876265309507505,35.6,27.1
Virginia,0.4606774386042043,29.7,22.0
Virginia Tech,0.21739687902655552,32.8,29.4
Wake Forest,0.17888286433181427,31.2,28.1
Washington,1.379879239574397,34.5,12.7
Washington State,0.9104535525420863,38.8,27.3
West Virginia,1.0408824777226093,41.1,29.2
Western Kentucky,-1.293794566937858,17.9,31.8
Western Michigan,-0.7877186018879245,29.8,37.4
Wisconsin,0.9906347532168334,39.3,21.6
Wyoming,-0.1789626619169692,25.1,23.7
nationalAverages,,29.34769230769231,27.90692307692308
