Team,Massey_Total,Massey_Off,Massey_Def
Rutgers,-1.2622867345253892,17.3,29.9
SMU,-0.836993416084018,24.3,32.6
San Diego State,0.6146037006980551,32.0,22.5
San José State,-1.1071448967841715,22.4,36.7
South Alabama,-1.053271787591025,25.2,33.3
South Carolina,-0.32851523980740394,22.7,27.5
South Florida,0.6241235333312377,44.4,34.9
Southern Miss,-0.3540133384608992,29.1,29.6
Stanford,1.0970557128900826,31.2,17.5
Syracuse,-0.37464075954844445,29.2,31.2
TCU,0.6847526884284534,34.5,23.4
Temple,0.6812189711741183,31.5,19.8
Tennessee,1.1429098408831384,39.9,25.2
Texas,0.5964270474235969,37.4,26.8
Texas A&M,0.9720870054714423,37.2,26.1
Texas State,-2.2648525316174357,18.4,42.5
Texas Tech,0.18916713263567553,40.6,36.9
Toledo,0.5244438467486675,40.6,27.4
Troy,-0.09397562928348534,25.7,25.1
Tulane,-1.0491402277521213,15.7,28.4
Tulsa,0.4315995114491897,34.6,27.6
UCF,-0.2579480059180572,19.3,23.3
UCLA,0.538946150698473,27.5,17.3
UConn,-1.1268705951675142,19.8,30.9
UL Monroe,-1.791668958738914,20.4,41.5
UNLV,-1.1913648545519742,26.7,40.4
USC,1.6270895526324543,39.2,17.1
UTEP,-1.5331747154018989,25.0,40.6
UTSA,-1.0012886387652178,22.7,33.6
Utah,0.6849834402476613,32.5,23.6
Utah State,-0.5507554804028343,24.7,27.7
Vanderbilt,-0.014530351159201163,25.3,26.3
Virginia,-0.48333028254493315,25.4,28.5
Virginia Tech,1.0265192917989108,34.5,19.6
Wake Forest,-0.08892891481982192,21.5,22.9
Washington,1.9663991658491784,40.2,13.9
Washington State,0.6822999461368362,36.2,27.8
West Virginia,0.859269183258901,35.7,22.8
Western Kentucky,0.9428640904339157,40.7,25.8
Western Michigan,0.834580667820139,40.0,28.9
Wisconsin,1.2333692818279953,30.5,14.8
Wyoming,-0.5119347134974227,30.4,37.5
nationalAverages,,30.0125,28.0578125
