Team,Massey_Total,Massey_Off,Massey_Def
Rutgers,-0.7261215764988664,16.4,25.2
SMU,0.23105970370357704,42.0,38.1
San Diego State,-0.4457685592758123,15.1,21.1
San José State,-0.46379657205255465,19.1,21.6
South Alabama,0.28829145115815963,26.8,17.4
South Carolina,0.6207831291137818,36.0,25.2
South Florida,-1.1362039293466217,34.1,50.3
Southern Miss,-0.4440497929350097,18.3,22.9
Stanford,-0.4825632579094725,25.6,34.2
Syracuse,0.27664920193055,27.4,24.7
TCU,1.4927537348462958,43.3,20.2
Temple,-1.0439331237954743,16.3,28.6
Tennessee,1.9000516521677606,47.3,22.6
Texas,1.6729158856427346,38.1,15.6
Texas A&M,0.6135494614950621,25.4,16.6
Texas State,-1.0415384001307326,17.4,29.5
Texas Tech,0.6420181868686439,38.5,30.5
Toledo,-0.32865301835016203,25.7,27.9
Troy,0.3385840258938284,17.7,11.2
Tulane,0.8374932903173335,32.0,19.7
Tulsa,-0.4507384009807467,32.7,38.5
UAB,-0.053375992270751266,25.7,25.3
UCF,0.6442902622198452,31.1,20.3
UCLA,0.8905760651695456,45.7,30.1
UConn,-1.2387828597924164,14.2,27.9
UL Monroe,-1.2322372753816806,23.2,39.0
UNLV,-0.9620301775038906,20.8,34.1
USC,1.2402949637690373,46.6,26.3
UTEP,-0.9460368945369144,20.8,32.7
UTSA,0.3706635221347475,39.3,32.6
Utah,1.519442071370535,37.3,17.3
Utah State,-1.045693137323356,25.4,38.5
Vanderbilt,-0.5216330132856539,29.9,33.4
Virginia,-0.5503698954549407,16.2,24.4
Virginia Tech,-0.66889151899552,13.5,22.8
Wake Forest,0.5978452071894089,43.3,35.2
Washington,1.0470930289192455,41.2,25.5
Washington State,0.4742891380440353,25.1,16.7
West Virginia,0.2287392249755777,36.3,34.5
Western Kentucky,0.24699603550456928,31.3,30.1
Western Michigan,-1.2374843182156627,11.2,27.3
Wisconsin,0.6267044393204664,25.7,17.1
Wyoming,-0.8576780143984725,14.9,26.2
nationalAverages,,27.76946564885496,26.959541984732823
