Team,Massey_Total,Massey_Off,Massey_Def
LSU,1.174270475918096,36.8,21.7
Liberty,-0.32660656003290345,28.2,26.6
Louisiana,0.14757000092737252,31.5,27.8
Louisiana Tech,-0.9523858731022888,15.9,26.3
Louisville,1.21430067486121,37.7,22.9
Marshall,0.2075960834652647,29.6,26.9
Maryland,-0.21091009880388947,23.3,27.1
Massachusetts,-1.6438053174180034,20.5,40.3
Memphis,0.4347666155428687,36.7,28.2
Miami,1.5634568541842124,44.2,24.3
Miami (OH),-0.12823559118959135,23.2,23.2
Michigan,0.7874126071413154,24.1,15.1
Michigan State,-0.3811610339212637,18.0,24.1
Middle Tennessee,-1.831533250306619,13.7,37.3
Minnesota,0.7766575343388156,25.6,15.4
Mississippi State,-0.18736287639054056,25.5,31.2
Missouri,1.042655200932129,33.7,18.7
NC State,0.13734103707330497,29.9,26.5
Navy,0.08874331073740192,29.5,24.4
Nebraska,0.4475129892411928,23.1,15.8
Nevada,-0.9955482264420151,21.0,34.2
New Mexico,-1.048993348090791,27.6,40.5
New Mexico State,-1.6787874843339514,17.8,38.1
North Carolina,0.2744085337361517,31.5,26.3
North Texas,-0.5261908536837137,33.3,37.0
Northern Illinois,-0.3559432127166444,20.0,21.6
Northwestern,-0.5742339217685408,17.5,24.3
Notre Dame,1.9980425434543414,38.6,14.1
Ohio,0.011684327810820586,27.2,23.9
Ohio State,2.264129187843323,39.5,9.2
Oklahoma,0.8116177402527303,25.9,17.8
Oklahoma State,-0.14482549224582997,29.4,31.7
Old Dominion,-0.37151164127886516,25.7,31.3
Ole Miss,1.9523342309677152,37.7,11.9
Oregon,1.8999944115498624,40.8,16.3
Oregon State,-0.5948576907794614,26.1,32.7
Penn State,1.797966936266607,37.5,13.1
Pittsburgh,0.33048567610636903,29.3,26.3
Purdue,-1.2689619643554912,19.2,33.6
Rice,-0.8532397473884203,20.5,30.4
Rutgers,0.3836507235043527,28.5,22.8
SMU,1.362397108205917,38.2,21.1
Sam Houston,-0.6064335993616856,19.0,23.8
San Diego State,-1.2272809315229367,17.7,32.1
San José State,-0.4724367305523242,26.1,30.1
South Alabama,0.08680691234666123,29.9,26.9
South Carolina,1.2705564929436872,32.1,16.0
South Florida,-0.2749096565408715,29.5,33.4
Southern Miss,-1.9786656876917732,14.4,39.4
Stanford,-0.5857256226846816,24.4,34.1
Syracuse,0.3540241141189046,35.8,28.9
TCU,0.7365617945813463,34.6,22.8
Temple,-1.6411443694647403,17.3,37.8
Tennessee,1.7281380405263946,33.7,13.5
Texas,2.0405510003672305,36.6,10.8
Texas A&M,1.2512873550116355,34.0,18.6
Texas State,0.27479295848403557,34.2,28.4
Texas Tech,0.40250980360700417,33.5,30.8
Toledo,-0.36252087945545586,24.5,26.3
Troy,-0.6070849217591414,24.1,30.1
Tulane,0.6447273896905485,32.9,27.1
Tulsa,-1.8422890432300423,21.2,40.3
UAB,-1.0290293079489614,25.9,38.0
UCF,0.3037667694927479,29.0,25.8
UCLA,0.034534451914188774,21.3,23.3
UConn,-0.11920859371282692,26.9,25.7
UL Monroe,-1.1804790174273274,16.9,32.5
UNLV,0.5898214682947877,32.6,24.6
USC,1.006431880026963,35.6,24.0
UTEP,-1.7651074208838191,13.7,34.2
UTSA,-0.18916012887268124,32.3,31.5
Utah,0.48537688365570597,23.6,17.2
Utah State,-0.9086787439624019,30.2,40.3
Vanderbilt,0.43728073123682026,28.2,25.4
Virginia,-0.2906475984853608,23.7,29.3
Virginia Tech,0.740977171062785,31.3,22.4
Wake Forest,-0.47710033783160666,25.8,31.8
Washington,0.3053619450187482,27.3,22.4
Washington State,0.08859466030706514,34.0,31.1
West Virginia,0.12556668787699055,30.1,29.7
Western Kentucky,-0.4520384754788576,22.1,26.1
Western Michigan,-0.908551334413175,24.7,36.0
Wisconsin,0.2899399707866609,23.0,19.8
Wyoming,-1.0554004033972322,16.3,30.8
nationalAverages,,27.144029850746268,26.60970149253731
