Team,Massey_Total,Massey_Off,Massey_Def
Kansas,0.7821219672946802,35.6,26.1
Kansas State,1.453133879902563,38.9,21.8
Kent State,-2.104085979206689,8.2,34.8
Kentucky,0.7314578382487065,31.6,22.2
LSU,1.6603165637671395,44.6,25.0
Liberty,0.47952011900082514,36.2,26.3
Louisiana,-0.22239531252221623,32.4,33.1
Louisiana Tech,-1.1826067715813828,22.1,36.0
Louisville,0.8017971381309223,30.1,22.3
Marshall,-0.6199800946833269,24.4,31.5
Maryland,0.7840753476866432,28.3,17.6
Massachusetts,-1.4843604037911993,20.8,36.2
Memphis,0.2520704220774873,37.1,33.8
Miami,0.8588030478561581,30.7,23.1
Miami (OH),0.05118679924488628,18.5,17.7
Michigan,2.4456027905709066,36.6,7.2
Michigan State,-0.4363090581173955,15.7,24.0
Middle Tennessee,-0.8292078310739328,21.5,30.0
Minnesota,-0.01712740731011159,20.0,21.1
Mississippi State,0.047735485926028734,24.7,24.9
Missouri,1.429360368198671,36.5,18.0
NC State,0.5886674451821519,25.5,19.7
Navy,-1.083869257000868,15.0,27.2
Nebraska,0.03258379347640461,15.6,13.9
Nevada,-1.719798674757131,14.6,37.0
New Mexico,-1.3000513177878323,22.5,37.2
New Mexico State,-0.3212251295769636,23.3,25.8
North Carolina,0.7293859633442065,34.4,27.8
North Texas,-0.7163645970732495,32.9,41.3
Northern Illinois,-0.6246758242950232,18.3,24.2
Northwestern,-0.0752584965198831,18.5,18.5
Notre Dame,1.696858389806163,36.3,16.7
Ohio,-0.2896690925692857,18.5,18.1
Ohio State,2.191179095964812,31.5,7.8
Oklahoma,1.5624507120371045,38.5,22.6
Oklahoma State,0.5255119652015436,32.8,27.1
Old Dominion,-0.8273722588765409,23.1,31.3
Ole Miss,1.393772843055037,36.3,19.2
Oregon,2.1275860687640487,45.0,18.2
Oregon State,1.1017565451547016,33.2,22.3
Penn State,2.0421833169764456,32.7,10.5
Pittsburgh,-0.3224053824321722,19.3,26.0
Purdue,-0.3337260889631207,21.8,27.1
Rice,-0.5926422656917676,26.0,34.4
Rutgers,0.2422449032015697,21.0,18.7
SMU,0.9931859622006439,34.1,23.0
Sam Houston,-1.1730823491903692,16.0,28.8
San Diego State,-0.894428322779382,19.4,30.2
San José State,-0.1380184626096573,28.1,29.5
South Alabama,0.2319246488031266,30.6,26.0
South Carolina,0.42443178917772484,28.2,25.6
South Florida,-0.6990913909143797,28.4,34.5
Southern Miss,-1.2011078104463095,23.5,36.4
Stanford,-0.911320483702502,21.4,34.5
Syracuse,-0.08617333841270894,22.2,26.1
TCU,0.7187356751506911,33.5,25.3
Temple,-1.6913735817025612,18.6,37.8
Tennessee,1.2524369769501242,34.9,19.2
Texas,1.926497825806372,39.3,17.7
Texas A&M,1.2822111984729516,34.5,18.8
Texas State,-0.4358557255840249,31.2,33.8
Texas Tech,0.5055605172827704,29.6,24.7
Toledo,0.16426776456640962,25.5,21.7
Troy,0.6351091923264114,30.7,20.1
Tulane,0.23500944151911857,26.5,24.4
Tulsa,-1.1373969750509754,20.9,34.7
UAB,-1.0740175460866455,26.9,39.6
UCF,0.5450700141611806,30.3,25.2
UCLA,0.6871699737136905,29.6,18.4
UConn,-1.3228188308376914,17.0,31.0
UL Monroe,-1.726362345466217,17.6,37.5
UNLV,-0.03018309177082877,32.1,32.7
USC,0.932764539646378,43.3,32.8
UTEP,-1.2962485828613592,16.9,32.0
UTSA,0.2580697592604907,31.3,27.3
Utah,0.7968712826738112,26.7,19.4
Utah State,-0.7801119192763768,28.6,38.6
Vanderbilt,-0.915409160140829,23.6,36.3
Virginia,-0.6750071182962609,21.0,31.7
Virginia Tech,0.40209284523666344,27.5,23.3
Wake Forest,-0.3978496521762366,20.2,26.9
Washington,1.4080935893253703,40.3,24.7
Washington State,0.32784403929865796,31.0,27.4
West Virginia,0.5495079972754253,31.5,24.6
Western Kentucky,-0.3108304729492019,28.7,30.1
Western Michigan,-1.2354578384545638,19.1,33.2
Wisconsin,0.6316764655704334,22.2,14.1
Wyoming,-0.25219429746961625,23.5,26.1
nationalAverages,,26.369924812030074,26.47218045112782
