Team,Massey_Total,Massey_Off,Massey_Def
Navy,0.6398822787879425,38.9,27.8
Nebraska,0.6379774766328077,35.4,25.0
Nevada,-0.7766709916804042,26.9,32.6
New Mexico,-0.8317035780879796,24.9,34.8
New Mexico State,-1.6367177215678783,24.5,42.2
North Carolina,1.2927757707155494,43.3,25.3
North Texas,-2.013202967784952,13.3,39.2
Northern Illinois,-0.25109510269712265,26.1,25.4
Northwestern,0.026832314890912742,16.8,15.0
Notre Dame,1.4730314560045694,44.1,21.2
Ohio,-0.36206670690245274,24.5,26.6
Ohio State,1.980852340299506,41.3,13.5
Oklahoma,1.7692045022779839,41.7,19.3
Oklahoma State,0.7837626462634513,37.7,28.8
Old Dominion,-1.4742451095759364,22.5,37.5
Ole Miss,1.8325215594176716,43.1,17.4
Oregon,1.0284231870211638,46.7,30.4
Oregon State,-0.8919578879862449,25.9,35.3
Penn State,0.546634497431154,28.4,19.0
Pittsburgh,0.5985185741555724,33.9,22.4
Purdue,-0.6379156889451048,26.6,33.5
Rice,-1.3078246092077404,24.0,37.9
Rutgers,-0.7668579598484788,29.3,37.1
SMU,-1.4295842172478237,27.3,42.3
San Diego State,0.3946588587691332,28.6,22.6
San José State,-0.515435735829372,26.8,32.0
South Alabama,-1.2560034480541735,24.3,33.4
South Carolina,0.13141486129695457,31.3,28.6
South Florida,0.18133955526430726,30.1,26.8
Southern Miss,0.024235738631006885,31.3,31.1
Stanford,1.5785635662027306,44.5,24.5
Syracuse,-0.32420179290660833,30.0,33.2
TCU,1.3944005635995702,40.8,21.7
Temple,0.31853461269784533,26.4,20.6
Tennessee,1.414702233792496,35.7,17.8
Texas,0.24181891639458225,30.7,27.0
Texas A&M,0.9666465920143258,31.9,18.8
Texas State,-1.387236151390315,26.3,40.5
Texas Tech,0.3538757080599919,44.8,40.3
Toledo,0.47398569276336366,30.4,21.8
Troy,-0.7651750956942833,24.5,31.9
Tulane,-1.3647495448461688,20.3,32.5
Tulsa,-0.7185085749760945,32.4,41.2
UCF,-1.5419502659714421,16.3,33.7
UCLA,1.145359706663716,42.4,22.6
UConn,-0.6548895414937287,18.1,23.9
UL Monroe,-1.4274122857121292,18.4,32.9
UNLV,-1.2805777803078149,24.2,39.9
USC,1.2386974179466992,38.6,23.3
UTEP,-1.6687065462702058,18.7,37.8
UTSA,-1.5362961146788647,19.3,36.6
Utah,0.7959227501077555,28.8,19.8
Utah State,-0.12451135200611818,24.1,22.9
Vanderbilt,-0.17473124396276352,17.8,19.3
Virginia,-0.036513362748752776,33.0,30.8
Virginia Tech,0.6541363843329822,30.8,19.7
Wake Forest,-0.48642183694905194,19.8,25.2
Washington,0.7404010963186813,30.1,20.8
Washington State,0.27492672126571815,35.8,29.4
West Virginia,0.9117356197348939,34.4,19.9
Western Kentucky,0.7383543945043461,40.1,29.8
Western Michigan,0.23558059558556038,36.7,32.2
Wisconsin,0.9753546532172597,27.0,12.4
Wyoming,-1.4718013292839776,22.9,39.7
nationalAverages,,29.76328125,27.5265625
