Team,Massey_Total,Massey_Off,Massey_Def
Northern Illinois,-1.3356758098447037,16.0,34.5
Northwestern,0.8609159692203223,24.0,15.2
Notre Dame,1.6412807004492338,38.3,17.3
Ohio,-0.33281125788190313,29.9,33.0
Ohio State,2.2982627656139694,45.3,16.7
Oklahoma,1.716437501113906,43.0,25.2
Oklahoma State,1.146462532485518,30.7,16.7
Old Dominion,,14.0,29.9
Ole Miss,0.42135096283784934,38.1,33.2
Oregon,1.3082090977018361,35.1,16.9
Oregon State,-0.03363779502162903,29.4,30.0
Penn State,1.0309144170973257,35.0,21.0
Pittsburgh,0.42722901876649155,24.7,18.9
Purdue,0.3507252856074442,32.6,26.8
Rice,-0.7236657242502929,17.3,26.5
Rutgers,-0.5112893264407621,20.8,31.5
SMU,0.36912677473289707,36.4,27.3
San Diego State,0.24115327240176726,20.2,15.0
San José State,-0.061699885277231484,30.4,30.4
South Alabama,-1.0844213605792052,22.5,33.7
South Carolina,-0.22830147442400578,27.5,29.7
South Florida,-1.0258328421975,18.2,29.5
Southern Miss,-1.0093851168328816,24.2,32.1
Stanford,0.2979019907149972,30.0,28.4
Syracuse,-0.827188830670563,20.2,30.3
TCU,0.5257021400015336,24.3,22.8
Temple,-1.0239248522914948,23.3,33.0
Tennessee,0.10955790430574533,24.3,23.6
Texas,1.172926594353447,34.8,25.2
Texas A&M,1.389590270774041,37.7,21.5
Texas State,-1.2109078778649656,23.5,36.9
Texas Tech,-0.21731258922447377,28.4,32.3
Toledo,-0.29853317754183734,29.5,33.0
Troy,-0.15951672851505114,28.4,25.8
Tulane,0.17530049028643083,33.2,29.1
Tulsa,0.4473929832739414,29.5,23.5
UAB,0.2733067381242339,24.7,18.7
UCF,1.0224403530702582,39.4,25.7
UCLA,0.25347618768901814,30.6,31.7
UConn,,17.7,40.0
UL Monroe,-1.8909990577827474,21.6,39.6
UNLV,-1.6620721789075894,22.0,41.5
USC,1.0660037088528926,38.0,25.5
UTEP,-1.794321094014327,17.9,36.2
UTSA,-0.8125501070686496,23.8,33.7
Utah,0.8648682340256193,36.1,24.3
Utah State,-1.4827333575206918,20.2,37.0
Vanderbilt,-1.297621872210894,17.7,34.1
Virginia,0.0897309320646896,28.3,27.5
Virginia Tech,0.8300197720614269,38.0,24.4
Wake Forest,0.18843546419683596,28.6,27.9
Washington,0.7452137676215038,30.9,19.1
Washington State,0.1530791591094849,37.8,33.7
West Virginia,0.6145397123938601,27.9,19.4
Western Kentucky,-0.6109769574163756,18.9,22.3
Western Michigan,-0.12764044754451787,31.6,31.2
Wisconsin,1.821632287732394,38.7,12.2
Wyoming,-0.18294493963537803,22.4,24.9
nationalAverages,,28.468702290076337,27.98854961832061
